file_path,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
images/scut/genuine/005/5_1_1_2_6.bmp,1,540683896614235.8,4500510728872.771,1849221294999.9468,1156637022390.5684,770125703077.155,524121164657.6904,352497067729.2737,240777391669.2837,158569124826.9427,108650386395.44427,84258307199.21204,73311952964.69756,44590406184.355286,15287966107.027624,12443084688.647072,10446393556.389862,8434221792.038141,7822148293.184916,7148025254.449261,6150004644.997782,6106440466.523376,5743229303.43766,5613857512.032625,5222344026.643474,5425256123.232568,5167684969.186124,4818018985.423222,2236700807.6552334,228180110.35629836,115237511.48635724
images/scut/genuine/005/5_6_1_1_6.bmp,1,557280022225417.06,4854863054428.014,1851229983615.8242,1104648777590.7307,793425433035.1946,557003637570.0762,379534619966.01135,260310155514.51562,168477871864.85492,115449698720.02823,88218526398.30887,71177749893.58731,32532959551.599854,10070494187.113596,7783358853.792555,6464021562.144645,5380853306.417305,4890084341.052507,4502951372.118697,4035147399.2785897,3852037556.2936897,3680739442.6205387,3464766894.472166,3135859624.098219,3213145676.2992597,3096658318.4602413,2901651316.635316,1455109377.8213463,218017846.2970016,103818879.32249738
images/scut/genuine/005/5_6_1_3_6.bmp,1,581080576726733.5,5159906503447.051,1949414850846.879,1274574616342.3423,880865230564.9514,593862330652.0458,376696968525.3666,249204881273.6029,160926463455.5287,108866108153.40851,86765819360.25223,71434503702.89363,35488862623.84453,9998660621.27851,7466802791.677102,6173646605.81781,5062844018.508734,4562903715.912963,4094105842.2379003,3537053059.6706214,3326855876.1033993,3178830114.1338024,3043987000.9021883,2780791321.5100684,2787059292.321452,2813915268.0852327,2621544840.8936753,1315324041.9693282,245195845.48862106,132169197.89100876
images/scut/genuine/005/5_3_1_1_6.bmp,1,596153711122805.1,5466122908782.465,2235355974508.318,1464974826963.236,1045108212088.322,729675462819.1407,508479533214.63586,367647292184.1294,269531336861.16772,198544870667.28943,171489497465.25006,150639168180.7603,63882651514.133095,11083101870.304152,7764123369.426542,6292428938.276748,5099612737.984554,4680477548.344642,4183132427.4287577,3609554081.6776094,3676974417.664277,3286428755.397645,3003592286.3843193,2938756124.4994607,2915926913.262262,2826404829.907523,2530751570.1840143,1270811199.9864182,202264999.9512828,127049786.30294448
images/scut/genuine/005/5_4_1_3_6.bmp,1,602277436043168.0,5134092945856.489,2230581462924.8467,1478421833833.394,1016403074075.6178,729733764428.4475,520088357034.7471,377207179856.3031,275155765935.9699,210376987488.84595,181274619389.3059,156390893758.75476,69427370921.6243,12382693206.292227,8237526395.781517,6560124404.928162,5331366305.035133,4731484731.4291525,4292800828.497435,3658522683.4297605,3720964275.6481066,3431274429.2745605,3259447052.9511433,3048407118.115756,3032085532.864219,2919146769.23199,2761203583.7881417,1354804087.969529,230065468.92124832,115455617.55059403
images/scut/genuine/005/5_5_1_1_6.bmp,1,499343176105481.75,3182557257908.1523,1608023851024.299,1164270693184.9536,895337089335.5393,591291202837.9556,438362608839.6437,324795088418.2301,242850095715.2289,169953119896.0219,152969941065.41046,131606476011.35657,53773359125.99619,7849345231.415104,4857739635.801422,3843128615.6621847,3128216251.2627373,2839653941.592067,2463826691.3801193,2163809755.094413,2064035475.8242228,1865827252.5957701,1750582287.3990412,1656205878.1593711,1624628695.8849175,1603234627.8125641,1422599200.5989993,824788661.3289436,219186632.81660336,120780896.84708168
images/scut/genuine/005/5_2_1_2_6.bmp,1,501472080447715.8,4253038273783.1367,1650852747025.534,1027115379852.0208,746974394940.9271,508945978999.7732,340172095167.5175,217190225617.08142,134521765134.75401,82061951732.16722,58705206837.75452,47128645595.00078,26400782880.638958,6951117990.474804,4112302124.3712807,3290313173.2377234,2668418689.6325183,2423373252.81088,2141771136.503816,1943920860.5621266,1863942127.7042346,1732916866.3722043,1631680014.167859,1563958098.6531491,1576379565.8763995,1505500837.7736545,1375652202.102816,785173856.7642876,180948853.467349,113054811.4118122
images/scut/genuine/005/5_5_1_3_6.bmp,1,456313831754804.0,2936702515412.3047,1511490486634.1099,1103824975812.934,841159627422.6163,605090871702.1019,447851980835.95,342649759816.88403,239891843084.2456,182640373104.09058,152687739940.9303,132924439688.9061,52293634719.46556,8214083016.053923,4993053370.3887615,3956390043.8780556,3028332347.4973,2642875891.7490706,2398267294.152222,1946339171.8879023,1880078576.0873525,1700665993.3447976,1573420134.1048956,1470483699.377248,1470697487.0746925,1437099529.8198135,1356746086.6957676,808575383.5312775,233285906.33034325,127969745.54553095
images/scut/genuine/085/85_2_1_2_5.bmp,1,569568113360788.2,4867011350974.99,1832075040273.4158,1076229978393.5793,784882107540.3043,539004220889.6959,363157862153.7186,248649257703.0952,159633112134.48587,106928121666.074,84647960907.4589,71654086258.81172,36006347768.74944,10767927238.250612,6030545636.205852,4763927219.93367,3906404540.871865,3737265729.0330524,3606870720.6950684,3060693240.96419,3064941076.040889,2826024792.0565815,2614404885.1205144,2463258347.848214,2494490823.917358,2438164143.742724,2240279613.393966,1148655328.0591547,188364291.89769363,100435558.28416885
images/scut/genuine/085/85_4_1_2_6.bmp,1,474456237888060.0,3985207870948.1953,1659394956293.3896,1037217585337.7639,729316520503.6211,526300107060.71075,356322748305.3972,253835897830.28705,168259258442.85953,111966772887.87408,87351971089.80374,74833213546.13419,42081747049.064545,12557585108.75924,9196002473.497944,6980888224.160255,5790073769.164746,5765843363.744783,5228970761.044307,4427324646.749973,4215812361.978842,3927662321.2689705,3709655902.2760944,3389853932.9312496,3300071562.7668457,3165732177.8039217,2932182215.4623957,1478092286.112864,209404368.7877812,92423264.40997551
images/scut/genuine/085/85_5_1_2_5.bmp,1,391337974938176.2,4574689922121.5,1803173471353.7842,1116462797715.833,770184105185.7451,546329452248.87396,372360371686.93805,251274492699.99384,164037545604.94336,109441849353.02911,85574365176.41025,73377310850.0184,40071099139.50863,8840187276.553614,6626916539.702625,5505485525.445642,4668363292.54078,4294812047.109166,3727463570.2162256,3270933794.4579163,3162701988.329916,2910123787.23004,2685850436.8172054,2504957088.5293045,2537612134.0161285,2357649019.0739665,2173655897.9578915,1094249073.8309484,188807373.37270033,97031918.13140908
images/scut/genuine/085/85_3_1_2_6.bmp,1,754178046818991.1,6086897129943.498,2811992562443.199,1688051281593.352,1106128510993.5908,743016602988.5717,540280968459.756,396645768516.12134,278812249172.5364,191267446019.00977,161160286327.732,145973552787.80017,70468639115.06367,18369629212.3943,11581857598.409443,9379870943.7357,7925969111.312862,7317563736.667469,6560232414.978331,5680128399.934244,5621899546.244802,5296076596.807421,4889293029.972385,4514051081.252056,4460168735.786258,4426785465.571767,4064292697.6400495,1933664426.1065044,226047022.72985137,103600228.38324049
images/scut/genuine/085/85_1_1_1_5.bmp,1,548558524251509.1,3613727569356.3984,1452436713354.0933,885349743013.0823,609723546626.803,422970810737.316,299677023636.8518,208174515878.3686,146253719623.29138,101360172254.39557,74211497826.46771,60477373722.29401,31364910599.083786,10229093452.336065,7699668113.095502,7032575027.3112,5585282991.432245,5315355882.2026825,4696814698.110361,4096016430.561159,3897711806.3829093,3692360560.466407,3331692204.45424,3102099098.793914,3012807531.4616055,2883437012.924105,2759542335.638841,1290603325.9639058,205106155.6273629,94210634.69941318
images/scut/genuine/085/85_1_1_3_4.bmp,1,448602388597055.06,3399021602627.8105,1337409868030.8486,860815307466.5164,598597971493.3927,419847497410.994,287049998551.53644,200295908852.7118,135291018321.64014,96490437970.214,71568419629.39156,59930840368.771484,30912744782.230507,11436470069.725677,7191079604.108566,7051740101.497508,5031680888.687094,5410250685.850971,4275947468.09513,3806585918.270979,3715730210.8415403,3346292357.2380953,3195382448.529827,2927571269.8671927,2841690042.279233,2761528902.2451797,2494393014.3336926,1316850898.6016214,209244085.2982633,107599984.40086111
images/scut/genuine/085/85_2_1_3_6.bmp,1,644897503618765.0,5233166616702.094,1941991333837.6252,1154984330610.3047,816567714300.4646,561624466243.8823,374011510311.2313,261619787436.49472,167299599632.812,111116865012.73746,85449847451.48459,70344904141.29494,36962306122.189804,10802210128.797407,6304017914.901683,5134041467.793022,4332358556.607498,4194399623.970359,3761856684.1226177,3419269826.808193,3354222574.7726216,3125327206.828429,2991351749.7072616,2728424261.9748077,2818751507.489575,2794715519.3215375,2560036430.339352,1263651464.0495882,177736794.07684007,110476279.92175551
images/scut/genuine/085/85_3_1_3_6.bmp,1,756636195539094.1,6056108571143.373,2747511759967.4243,1697344661593.651,1156176822059.3271,772296131415.6385,540282749319.17755,405720111385.80005,281624188796.14374,191607172291.057,164301569807.79294,147514195830.36432,69942745274.65604,16554948411.839802,10304728913.326277,8720117319.614456,7213236379.417134,6484652153.422527,5869412581.701729,5042712246.962232,4882833216.944649,4397747810.751799,4127436197.225114,3869275272.6115103,3814122265.1414695,3645490423.580902,3359182113.8060317,1704594755.0254529,234074889.4896111,109309469.50023648
images/scut/genuine/085/85_2_1_1_5.bmp,1,576896630083831.5,4925679238811.139,1891125266635.3193,1129753230305.3667,817244421596.3452,570133493314.6362,384707230705.3048,262418901746.80725,166990261784.35287,111794490374.40558,86498821795.5073,71514520301.45041,37915972476.692,10111980421.59322,5706715227.859459,4799733615.281527,4033485419.9027133,3800968733.969447,3516918085.9814534,3083485668.5022974,3022858757.99592,2817818166.6114497,2713460398.878667,2524994840.680116,2565996859.1970778,2480881075.9347606,2298913596.4926147,1159635655.4761715,165485156.8602292,105167574.97463022
images/scut/genuine/085/85_5_1_1_6.bmp,1,470237894064814.3,4808430968597.481,1848534955232.6323,1154216111878.333,777966111569.6329,543295303330.5925,362860109458.31494,238888292326.90857,152109840640.54767,98506905713.15656,73423321043.35202,61278031441.797104,33545651532.134148,7644014281.326745,5333987211.398463,4298532769.814234,3714780440.998945,3507161373.911307,3155382776.6155276,2592534387.8658886,2524253127.9490914,2402484823.9089766,2279026555.5060854,2181376538.268984,2152281201.570977,2067929969.64533,1905869839.7020464,1006870851.0812359,181979976.73697212,98485453.4956748
images/scut/genuine/085/85_6_1_2_5.bmp,1,497734159284796.3,4046235281515.417,1494654524251.1355,912327926054.927,650513313015.9697,461066324224.39453,329156750645.5013,246260465684.9668,170549528497.2707,119500954260.30835,94349165844.53598,78659659697.79384,37300580968.7508,9354383755.32334,7951758585.475918,6802932585.767635,5703584774.808878,5446285886.467015,4723613710.125511,4174884413.9708242,3974782627.0704594,3729456869.318554,3325030507.1148157,3144360318.5289106,3115942055.3121777,3043735788.7298193,2726811046.335763,1310547505.420528,184684797.8742957,97559473.9955692
images/scut/genuine/085/85_3_1_1_6.bmp,1,757879627832682.9,5878137131379.16,2630523180435.876,1653597984460.8735,1122063909791.794,797274944168.692,550183822935.26,417697470358.8572,280699501156.05804,190314052048.35437,157257355704.09137,137529890310.47406,67392036296.14044,17715031833.540775,11007785233.618336,8865896572.89233,6975303674.948105,6727677501.997571,6059439455.033891,5339897070.205761,5348262790.478613,5055784844.560023,4759541703.0556965,4423036176.833246,4576608401.273634,4486699747.28821,4014335778.3859477,1898217213.809895,197914019.42939976,97150334.06766939
images/scut/genuine/085/85_4_1_1_6.bmp,1,453432361049877.25,3796921267958.2285,1588936089862.505,981699135098.3667,692727255070.777,501620158136.58716,351274525219.4675,243838567423.58734,163271039362.1768,107357724573.97977,78212625631.6577,65231560247.3837,38480306630.86875,11303424309.812685,7977441207.953951,5836406922.587498,4821931048.088752,4912474489.787213,4570902740.597273,3882158631.552767,3612907227.321451,3397800434.912512,3189579390.052206,2975209536.9473543,3001999397.024596,2935499293.654497,2643533398.1931076,1321982363.918138,201044176.11344105,103768673.64295408
images/scut/genuine/085/85_1_1_2_5.bmp,1,554851128708548.75,3512435421459.05,1384508030259.6733,833469460356.7471,594954721702.5391,417456559117.66095,291591201160.4756,215309163833.74817,149053158922.42883,106423887120.38797,81717842525.09198,66099166986.19027,34079416180.783974,12462383201.712715,8749931062.054005,8527113452.814199,6506264041.0020075,6427949314.903114,5761617914.281221,4879355964.971205,4776362582.015204,4359795289.945145,4106976617.8011427,3641509864.495266,3849154300.8568835,3581342789.985389,3295163250.541875,1564209484.2043614,182497407.52975973,94927511.3679687
images/scut/genuine/085/85_4_1_3_6.bmp,1,478030608006976.06,3881143966963.2036,1636121097735.684,1016836377501.9125,701286221010.867,499875617096.0066,347650762803.33264,249810157954.472,165096543548.96918,111109182244.05225,84482887290.13826,69131936944.82597,38329747409.36719,12168383931.51321,8582867399.243557,6286703603.695848,5180658562.142146,5262755798.120777,4841995283.18028,4094947592.476304,3765298673.202568,3472769363.082574,3232671694.111233,3021989574.9029007,2999373831.166812,2853512239.5294743,2629733194.55759,1291930644.2326362,197690313.8072251,101372293.13645402
images/scut/genuine/085/85_6_1_1_5.bmp,1,490057864612677.25,3734161078155.7915,1382164107586.5825,928252320633.4242,609804519868.2513,453896327054.4624,308345533889.0612,229827221318.28882,162634362387.13702,113349346865.41405,89286251440.2996,73752092753.49576,34708563238.52798,9506315930.160236,8365749891.424212,7247796416.920925,5907827403.446653,5883020628.183926,4899587826.353331,4497828342.443942,4270463258.047713,3987030279.699699,3761693988.9997168,3371502116.2404194,3481337349.765383,3220489254.105051,3019609006.673297,1479488794.3502946,182989124.88448918,110558031.27962455
images/scut/genuine/085/85_6_1_3_5.bmp,1,472539863450169.56,3824088941519.131,1623586611415.0298,1011223834666.6736,708292284765.6383,477921394500.2523,353552967704.25726,260096908672.9651,172364960371.19238,124039520602.63834,104503132824.5554,87502010540.09988,39144063313.55682,9460976573.41437,7975943539.84636,7064075968.758247,5804436359.80466,5668055945.107559,5023126973.61635,4442011462.80073,4330290105.235774,3972013542.31663,3622302625.1713457,3313273153.6838493,3372037305.895897,3276935830.402999,2892751582.883624,1521018535.4411886,186298169.2264964,111448379.77030891
images/scut/genuine/085/85_5_1_3_6.bmp,1,484898539798647.0,4926961025832.076,1948497826058.607,1166280289719.042,787909469372.3861,525150724245.7383,350845542993.52734,227046486660.9696,146375144560.76495,98274274492.75906,74880056769.94853,64912411152.4933,35720236730.77919,9200165666.004614,7028405669.352458,5845579701.388979,4896234580.152429,4561977751.326299,4110609620.727792,3586127536.9044867,3363828546.640693,3107388378.1744194,2865564886.911032,2685316551.3886957,2593136948.686594,2548307867.061268,2316462174.125535,1162342382.15266,207035253.00482878,99290400.94895954
images/scut/genuine/077/77_5_1_2_5.bmp,1,525131443035295.25,4815217879450.619,1929431849198.505,1272877216640.31,877591794028.4707,639813633598.1239,428037909181.3782,315378195461.02075,215144726357.2782,151272800712.4405,133157530742.2184,119485999493.40167,57155030006.75579,10928403640.449486,6359570883.450661,4852603663.559973,4911107253.761551,4997577509.422204,4446100801.190678,3203198756.367075,2925646725.4260764,2953322156.3814507,2954264727.0925865,2731734018.036623,2808046211.644888,2697941529.7655544,2383468541.7641315,1141262148.3739076,200550517.1213966,113978334.30991274
images/scut/genuine/077/77_5_1_3_6.bmp,1,642211062962500.5,5094110325815.191,1980216939295.8203,1203166004695.4695,854029459453.9658,604773755007.9384,428824555780.0155,311658911646.0913,218926156489.2058,157346627149.30722,134918362744.79517,121231946074.21121,54384315948.26137,11973823103.539738,8100606842.202118,6568472080.431089,6263069762.23924,5912183791.216322,4726252205.888705,3966562427.5372667,4051463745.1083045,3963765352.199242,3569541870.7101784,3160076285.7357464,3452860117.7502327,3486829646.8485527,3022137977.5597787,1466570014.7729988,208625585.92412493,127850548.61874813
images/scut/genuine/077/77_1_1_2_5.bmp,1,407060511983653.9,3789397209422.3203,1477271549234.4355,936014219575.6565,631789128419.5835,453606182593.4658,318407283948.02136,219919491902.20612,142552372937.0821,94488655378.87842,72587877427.29953,65081081974.80238,36503142010.7694,7315180436.762868,4046711862.393147,2947816214.064739,3152616036.672509,3276875111.238818,2672380459.8991976,1828532534.0524077,1545423005.9273179,1816051340.7273223,1832461976.666306,1574688971.9018989,1441527734.533868,1386902702.3569846,1399138228.3542635,790477393.0543318,181332761.64555663,83753246.33219993
images/scut/genuine/077/77_6_1_1_5.bmp,1,663118956110170.8,5558441232928.779,2021378618669.0955,1234413256604.3816,826121341483.1858,553464369167.4332,373296390856.53955,268149316496.68982,165775478166.8429,105228553283.68575,80349908109.24382,69197593289.92877,39287002693.34169,15974734179.167557,10893487231.649618,9218019901.95898,8677195926.07352,9462286024.993025,7747236609.907553,6057260616.751301,5740198585.575611,5979268880.013252,5571595514.977046,5174074601.39533,5034733646.099943,4999396301.384323,4480620005.236434,2128553298.2836745,203973388.48290336,112710387.91741589
images/scut/genuine/077/77_4_1_1_5.bmp,1,497598885069195.1,4168399541938.9624,1864761368267.499,1252509449839.7803,913742655401.6072,656551232792.685,451353948827.3634,324726359303.43005,225451082204.36676,158442433416.4383,134206045957.58957,123597517138.26587,57403979926.89849,12281341913.954071,7627332292.380145,5564391964.104721,5482102275.16983,5763718873.806858,5033758318.819483,3848861869.608346,3684102654.7456903,3669484747.447912,3741005900.874375,3190303050.724365,3332738467.0461273,3186237622.4745574,2941931707.890473,1405449788.7994535,203826455.13694495,105841638.02282548
images/scut/genuine/077/77_5_1_1_5.bmp,1,552043719763220.94,4835529175432.009,2295263296297.847,1316486627445.0117,1037183940107.8995,715056019306.502,477857282158.1974,381519427736.9784,267792881249.76047,186167814476.8847,154254682779.509,141312839192.8255,64954465619.993805,11625707236.210024,5360663788.109918,4277337129.8128185,5298344045.20565,5397130196.092718,3838106858.9250984,2310536568.430176,2433773919.118128,2754537996.911538,2643323659.386412,2212509364.49754,2238189732.7767262,2172031984.377171,1971286142.4098508,982165366.3114362,185641293.88258135,116663924.1767928
images/scut/genuine/077/77_2_1_1_5.bmp,1,453471991125824.6,4629551863921.857,1793788567749.2837,1078976517610.7778,769123339363.3553,531118687474.5675,347611376829.5077,242550456411.96774,161148858009.28473,110110524782.7339,90478317616.6548,78934842627.7622,40299325317.8636,6574233177.139759,4315158479.68379,3424281834.607815,2992574775.9845834,2716771404.208374,2294992357.4474583,1830952440.6879406,1913019948.617842,1872526779.9162595,1799839871.456194,1541858486.1796827,1508419284.491786,1510296387.4032562,1400969398.08564,824404411.3294792,184390000.26112795,97905822.43886515
images/scut/genuine/077/77_3_1_2_4.bmp,1,369933805853941.8,4448182558556.318,1824411061784.52,1113553963321.8105,774638404861.0472,542397896682.18933,378320994971.96796,261274704391.10083,171752263153.53033,113801719779.7914,90022205026.91722,82627824056.15492,47522702274.28781,15280993941.721224,10666020199.099537,9037060253.863497,8402512535.301769,7904749025.695035,6064980491.2040205,4629870975.176306,4416851178.666449,4049321404.9728813,3502189249.431514,3184520877.592541,3281760117.597761,3016835140.6696806,2537951167.47744,1265206920.7048388,236775664.22703934,116884279.13152398
images/scut/genuine/077/77_4_1_3_6.bmp,1,567542881295227.1,4714185715497.811,1898163037592.1567,1181573702705.9282,827637962374.0103,611355496115.01,418085281503.6791,307538711303.2628,207340017320.4867,147712113887.4815,120858837248.72481,109416943799.36148,51300870311.85161,12224722878.176561,7765254844.483652,6396269258.440207,5521617596.043541,5558629671.352116,4554070647.072409,3864519557.7465334,3569664059.3495345,3666264835.1617317,3508123869.1896167,3122114952.1224213,3133889981.963533,3024315412.452078,2872525477.4867105,1455265426.8841527,201026465.08947042,113236756.11845836
images/scut/genuine/077/77_1_1_3_5.bmp,1,420684274004283.06,3711980132104.9424,1449255732685.8936,937019528931.0869,621083544884.9629,465602652551.3175,322440858360.4567,217216848405.57635,142948780419.0136,91187062835.35919,68003267836.0854,60587714776.83545,35239523333.28383,6790856957.626908,3785388685.550971,2844276628.9437914,2757047568.2571154,2907772572.133668,2364287833.5608997,1682921144.6012416,1551365625.5221121,1706979436.1072595,1753783514.7025428,1566163023.0421774,1419153132.5544176,1404948793.7648768,1400021997.9482632,798335502.8065544,200463093.2248691,97794537.7096444
images/scut/genuine/077/77_6_1_3_3.bmp,1,485408579607182.44,5679436464890.414,1798223145706.1772,1159066124587.8984,780443575552.1492,562759893714.4579,395418119507.31067,287579893194.70483,212649446902.76752,147391331757.5338,121941638186.63626,107359965995.7956,53176783823.948135,16158051909.666779,13586981393.911554,11535823567.962152,9598505464.673914,10011143596.467636,8748507233.487488,7583442494.955185,7366209412.187304,7377732505.602644,7018042743.513399,6314463368.747278,6456289173.871221,6260287823.428007,5849430173.667015,2561830312.8135595,194381252.74942976,109088870.03884816
images/scut/genuine/077/77_3_1_1_3.bmp,1,353664569634140.0,4289903006532.519,1785496831030.5305,1136669991613.7808,775669059715.6537,548434312910.0388,385137706407.81885,262604582418.46692,172820859773.8687,114631024207.59784,88519069989.41464,80140461050.2607,48416295304.97644,15544680673.357862,10682872503.32957,8419718253.517521,7568749909.352044,6878417535.935749,5481217534.741838,4106310946.266573,3703037883.395085,3490257853.16428,3264266328.9258404,2869997835.973238,2766649262.5883594,2618999624.2513924,2374825635.475561,1328802783.0674517,238663320.74846822,115124716.97306466
images/scut/genuine/077/77_3_1_3_4.bmp,1,374411923222691.06,4294845115659.9795,1800906721304.4165,1108499732239.4053,779230779211.9673,547877475107.84326,386363923455.7114,267903361518.44403,174791509671.39053,115616007953.83173,88479166587.60193,77785187979.14441,50316880336.76703,16471833582.166445,11146940377.193432,9117880586.669596,8725096570.905733,8084580201.755978,6320711227.751492,5025346237.007321,5105855329.637526,4758031159.819211,4056093942.4995728,3853187925.5496573,4123155585.3656006,4022853033.8210926,3453180751.280638,1764873626.4470556,250237737.4064147,123455523.15628585
images/scut/genuine/077/77_4_1_2_5.bmp,1,486764967087510.56,4343043416041.757,1797799310475.9478,1138558339094.7427,802002174491.1113,597914728610.5659,417311429405.527,310177843527.2106,212105408789.2044,148759440563.9343,125400129255.88342,114496365909.1711,53428176042.96013,11227995360.644608,7045521094.408514,5734573948.68239,4854270138.725941,5149754203.554038,4146596948.521706,3490191764.238586,3195867755.441819,3117701458.7673726,3031592788.882157,2773299454.849165,2855219148.052742,2802708584.8738337,2501488337.401317,1223697395.9849675,214222688.27034903,99383121.08582109
